Ticker,Name,Exchange,categoryName,categoryNr
MT,ArcelorMittal,NYQ,Steel & Iron,130
MW,"The Men's Wearhouse, Inc.",NYQ,Apparel Stores,730
RDEN,"Elizabeth Arden, Inc.",NMS,Personal Products,323
ALOT,"Astro-Med, Inc.",NGM,Computer Peripherals,815
MR,Mindray Medical International Limited,NYQ,Medical Instruments & Supplies,520
MY,China Ming Yang Wind Power Group Limited,NYQ,Diversified Machinery,622
MX,MagnaChip Semiconductor Corporation,NYQ,Semiconductor - Specialized,832
HWBK,"Hawthorn Bancshares, Inc.",NMS,Regional - Northeast Banks,411
PPLFF,PT PERUSAHAAN,PNK,None,0
N2T.BE,NETCOMM WIRELES,BER,None,0
LIN.DE,Linde Aktiengesellschaft,GER,Chemicals - Major Diversified,110
MKT.L,Market Tech Holdings Limited,LSE,Real Estate Development,449
UMG.F,XTV NETWORKS,FRA,None,0
FXIT,Gopher Protocol Inc.,PNK,None,0
SHLAF,Schindler Holding AG,PNK,None,0
VARDMNPOLY-EQ.NS,VARDHMAN POLYTEX LTD.,NSI,None,0
XXFPL,"FFP Partners, L.P.",PNK,None,0
O3B.SG,YOMA STRATEGIC HLDG,STU,None,0
SRV-UN.TO,Sir Royalty Income Fund,TOR,Restaurants,712
POWR,"PowerSecure International, Inc.",NYQ,Diversified Machinery,622
ZOOM,"ZOOM Technologies, Inc.",PNK,Communication Equipment,841
POWI,Power Integrations Inc.,NMS,Semiconductor - Integrated Circuits,833
POWN,"POW! Entertainment, Inc.",PNK,None,0
T8F.BE,TOKYU FUDOSAN H,BER,None,0
POWL,"Powell Industries, Inc.",NMS,Diversified Machinery,622
LEN-B,Lennar Corporation,NYQ,None,0
CP.TO,Canadian Pacific Railway Limited,TOR,Railroads,776
POWD,POWDER RIV COAL CORP,PNK,None,0
HNM.F,ORMAT TECHNOLOGIES,FRA,Diversified Utilities,913
SEA.L,SeaEnergy PLC,LSE,Diversified Utilities,913
VVIT,"Vista International Technologies, Inc.",PNK,Electric Utilities,911
JEC.TO,Jura Energy Corporation,TOR,Technical Services,767
NIRAVCOM.BO,Nirav Commercials Limited,BSE,Aluminum,132
ZCHANAIN.BO,CHANAKYA INVESTMENTS LTD.,BSE,None,0
KAHL,Kahala Corp.,PNK,None,0
EHP.L,EpiStem Holdings Plc,LSE,Biotechnology,515
LTRPB,"Liberty TripAdvisor Holdings, Inc.",NMS,None,0
LTRPA,"Liberty TripAdvisor Holdings, Inc.",NMS,"Recreational Goods, Other",317
ITCI,"Intra-Cellular Therapies, Inc.",NMS,Biotechnology,515
MLZAM.PA,ZCCM Investments Holdings Plc,PAR,Copper,131
GGDANDE.BO,GG Dandekar Machine Works Ltd.,BSE,Diversified Machinery,622
JJ1.SG,J&J SNACK FOODS,STU,None,0
RVUE,"rVue Holdings, Inc.",PNK,Advertising Agencies,720
OCTS-CRA31L0.SA,OCTANTE SEC A31,SAO,None,0
009070.KS,KCTC Co. Ltd,KSC,None,0
XTN-L4-97-6.AX,None,None,None,0
QLTY,Quality Distribution Inc.,NGM,None,0
V1RA.SG,VENA RESOURCES,STU,Industrial Metals & Minerals,133
QLTS,"Q Lotus Holdings, Inc.",PNK,Asset Management,422
TWXB34.SA,Time Warner Inc.,SAO,None,0
HSL.L,The Henderson Smaller Companies Investment Trust plc,LSE,Asset Management,422
074150.KQ,"MJB CO., Ltd.",KOE,None,0
QLTI,QLT Inc.,NMS,Biotechnology,515
AIE.BE,AP OIL INTL,BER,None,0
STE,Steris Corp.,NYQ,Medical Appliances & Equipment,521
MUI.DU,MARUI GROUP,DUS,"Specialty Retail, Other",745
STB,Student Transportation Inc.,NMS,Consumer Services,763
STC,Stewart Information Services Corporation,NYQ,Property & Casualty Insurance,432
STL,Sterling Bancorp.,NYQ,Money Center Banks,410
STM,STMicroelectronics NV,NYQ,Semiconductor - Broad Line,830
STO,Statoil ASA,NYQ,Major Integrated Oil & Gas,120
STI,"SunTrust Banks, Inc.",NYQ,Money Center Banks,410
STJ,St. Jude Medical Inc.,NYQ,Medical Appliances & Equipment,521
STT,State Street Corporation,NYQ,Asset Management,422
STV,"China Digital TV Holding Co., Ltd.",NYQ,Application Software,821
FQ8.SI,China Sports International Limited,SES,Textile - Apparel Footwear & Accessories,321
STR,Questar Corporation,NYQ,Gas Utilities,912
STS,Supreme Industries Inc.,ASE,Trucks & Other Vehicles,331
LCJ.DU,SHINSEI BANK ,DUS,Money Center Banks,410
ZVTK,"Zevotek, Inc.",PNK,Business Services,760
STX,Seagate Technology Public Limited Company,NMS,Data Storage Devices,813
STZ,Constellation Brands Inc.,NYQ,Beverages - Wineries & Distillers,347
JAGSONAI.BO,Jagson Airlines Ltd.,BSE,"Air Services, Other",772
ZIF.PA,Zublin Immobiliere France,PAR,REIT - Office,441
IFMI,"Institutional Financial Markets, Inc.",ASE,Investment Brokerage - National,420
WHF4.BE,WHITBREAD,BER,Restaurants,712
LII,"Lennox International, Inc.",NYQ,Diversified Machinery,622
MFMNF,Goldrock Mines Corp.,PNK,None,0
KLN.L,Kellan Group plc,LSE,Staffing & Outsourcing Services,764
WIIK.BK,Wiik & Hoeglund Public Company Limited,SET,None,0
SYTE,Sitestar Corp.,OBB,Internet Service Providers,850
DLHC,DLH Holdings Corp.,NCM,Staffing & Outsourcing Services,764
SZEVY,Suez Environnement Company SA,PNK,None,0
CMETF,Chilean Metals Inc.,PNK,None,0
LVLT,"Level 3 Communications, Inc.",NYQ,Diversified Communication Services,846
KWGSF,FOREBASE INTL HLDGS,PNK,None,0
AZA.ST,Avanza Bank Holding AB (publ),STO,Money Center Banks,410
XPL.A,None,ASE,None,0
GTOMY,Gemalto NV,PNK,None,0
NTES,"NetEase, Inc.",NMS,Internet Software & Services,852
XPL.L,Xplorer Plc,LSE,None,0
NTEK,"NanoTech Entertainment, Inc.",PNK,None,0
QCG.SG,Caltagirone SpA,STU,None,0
5173@OM.KL,SHIN YANG SHIPPING CORP BHD,KLS,None,0
NTEC,Intec Pharma Ltd.,NCM,None,0
YVI.MI,Valore Italia Holding di Partecipazioni S.p.A.,MIL,Conglomerates,210
SON1.DE,Sony Corporation,GER,Electronic Equipment,314
WKP.L,Workspace Group plc,LSE,REIT - Diversified,440
LB.TO,Laurentian Bank of Canada,TOR,Money Center Banks,410
9849@OM.KL,YOKOHAMA INDUSTRIES BHD,KLS,None,0
KHNGY,Kuehne + Nagel International AG,PNK,None,0
WI4.DE,Weichai Power Co. Ltd,GER,Diversified Machinery,622
BRMG.TA,Brimag Digital Age Ltd.,TLV,None,0
ATVYF,ACTIVEnergy Income Fund,PNK,None,0
DMND,"Diamond Foods, Inc.",NMS,Processed & Packaged Goods,342
ZMULTIPU.BO,MULTIPURPOSE TRADING & AGENCIE,BSE,None,0
VVEA,None,PNK,None,0
QUB.AX,Qube Holdings Limited,ASX,Air Delivery & Freight Services,773
720472.TWO,YUANTA SECURITIES C/W 25/02/16(,TWO,None,0
EBODF,New Energy Exchange Ltd.,PNK,Semiconductor - Specialized,832
CAC1.BE,CASIO COMPUTER,BER,Electronic Equipment,314
KIKOF,Kikkoman Corp.,PNK,None,0
QU4B.BE,C C LAND HLDGS,BER,Property Management,448
CTSH.SW,COGNIZANT TECH SO-A,EBS,None,0
QLRO.ST,Qliro Group AB (publ.),STO,None,0
KIKOY,Kikkoman Corp.,PNK,None,0
TOIPF,Thai Oil Public Company Limited,PNK,None,0
KN.PA,Natixis,PAR,Money Center Banks,410
CBHD.DE,Coloplast A/S,GER,None,0
WEW.TO,Webtech Wireless Inc.,TOR,Communication Equipment,841
TOIPY,Thai Oil Public Company Limited,PNK,None,0
WCH.SW,WACKER CHEMIE,EBS,None,0
CM8.SG,COMPASS MINERALS,STU,Industrial Metals & Minerals,133
YTAA.BE,SRI TRANG AGRO -F-,BER,None,0
JVLAGRO.BO,JVL Agro Industries Ltd,BSE,Food - Major Diversified,340
QKS.F,QUIKSILVER INC,FRA,Textile - Apparel Clothing,320
YIN.F,SINA CORPORATION,FRA,Internet Information Providers,851
ENOC,"EnerNOC, Inc.",NMS,Business Services,760
KGAUF,Kongsberg Automotive ASA,PNK,None,0
ITOEF,ITO EN LTD,PNK,None,0
086587.TW,YUANTA SECURITIES CO.LTD C/W 06,TAI,None,0
FNI.TO,First Nickel Inc.,TOR,Industrial Metals & Minerals,133
VER.SW,VERBUND,EBS,None,0
PGNRF,Pan Global Resources Inc.,PNK,None,0
PSTI.TA,"Pluristem Therapeutics, Inc.",TLV,None,0
ZBIO,ProShares UltraPro Short Nasdaq Biotech,NGM,None,0
T8VA.SG,Turkiye Vakiflar Bankasi Turk Anonim Ortakligi,STU,None,0
NERV,"Minerva Neurosciences, Inc.",NGM,Biotechnology,515
RTLLF,Rational AG,PNK,None,0
NERO,"NeuroMama, Ltd.",PNK,None,0
NERG,"NuTech Energy Resources, Inc.",PNK,None,0
DYDIF,DYDO DRINCO INC,PNK,None,0
MGAFF,Mega Uranium Ltd.,PNK,None,0
ERCA.DE,Ericsson,GER,Communication Equipment,841
OHZ.BE,OMNIA HOLD,BER,Chemicals - Major Diversified,110
NIOBF,NioCorp Developments Ltd.,PNK,None,0
EMD.BR,EMD Music SA,BRU,None,0
AGF-B.TO,AGF Management Limited,TOR,Asset Management,422
WRY.V,Western Troy Capital Resources Inc.,VAN,Industrial Metals & Minerals,133
ZSILF,ZKB Silver ETF,PNK,None,0
LBTYA,Liberty Global plc,NMS,CATV Systems,725
LBTYB,Liberty Global plc,NMS,None,0
JCL.SG,Calico Resources Corp.,STU,None,0
LBTYK,Liberty Global plc,NMS,None,0
JEN.DE,Jenoptik AG,GER,Diversified Electronics,836
KMI-H.V,KILLDEER MINERALS INC,VAN,None,0
HVCW.OB,None,OBB,None,0
VGI.BK,VGI Global Media Public Company Limited,SET,None,0
WMPN.OB,None,OBB,None,0
XCA.MU,CREDIT AGRICOLE,MUN,Money Center Banks,410
002880.KS,"Dayou A-Tech Co., Ltd.",KSC,None,0
INDIACEM.BO,The India Cements Limited,BSE,General Building Materials,634
LCC.V,Lumina Copper Corp.,VAN,None,0
CSKI,None,PNK,None,0
CSKL,"Catskill Hudson Bancorp, Inc.",PNK,None,0
C4F.DU,CF INDUSTRIES HLDG,DUS,Agricultural Chemicals,112
HAB.HM,HAMBORNER REIT,HAM,None,0
114190.KQ,"Welcron Kangwon Co., Ltd.",KOE,None,0
NHS.F,NORTHWST BNCSHS,FRA,Savings & Loans,419
C31.SI,CapitaLand Limited,SES,Real Estate Development,449
MVTG,Mantra Venture Group Ltd.,PNK,None,0
PNC.MX,PNC FINL SER,MEX,None,0
717435.TWO,YUANTA SECURITIES C/W 24/08/15(,TWO,None,0
GMHLF,GAM Holding AG,PNK,None,0
YCM.TO,COMMERCE SPLIT CORP CAPITAL SHA,TOR,None,0
MCLN,"MedClean Technologies, Inc",PNK,None,0
QUAL3.SA,Qualicorp S.A.,SAO,None,0
PTR.V,Petromin Resources Ltd.,VAN,Independent Oil & Gas,121
MCLS,MEDICAL SCIENCES INC,PNK,None,0
GMHLY,GAM Holding AG,PNK,None,0
RD.V,Red Eagle Mining Corporation,VAN,Industrial Metals & Minerals,133
2723.TW,Gourmet Master Company Ltd.,TAI,None,0
SNC3.MU,SANACORP PHAHOLD VZ,MUN,Medical Equipment Wholesale,754
2321.TW,"Tecom Co., Ltd.",TAI,Communication Equipment,841
IUI1.BE,INTUITIVE SURGICAL,BER,Medical Appliances & Equipment,521
VNR.TO,Valener Inc,TOR,Gas Utilities,912
TGLS,Tecnoglass Inc.,NCM,General Building Materials,634
X-PC.TO,CAPITAL POWER CORP PREF SERIES ,TOR,None,0
TGLP,"Tongli Pharmaceuticals (USA), Inc.",PNK,Drug Manufacturers - Major,510
QUCCF,"Quanta Computer, Inc.",PNK,None,0
LSLPF,LSL Property Services Plc,PNK,None,0
OMIP.L,One Media iP Group plc,LSE,Entertainment - Diversified,722
JAGMF,JAG Mines Ltd.,PNK,None,0
SGO.PA,Compagnie de Saint-Gobain S.A.,PAR,General Building Materials,634
WI2.BE,WIZZ AIR,BER,None,0
3264.TWO,ARDENTEC CORP TWD10,TWO,None,0
CHAJF,China Assets Ord,PNK,None,0
VIS.MC,VISCOFAN,MCE,None,0
TACOW,"Del Taco Restaurants, Inc.",NCM,None,0
VNRFY,Vienna Insurance Group AG,PNK,None,0
RECI-B.ST,Recipharm AB (publ),STO,None,0
CGIX,"Cancer Genetics, Inc.",NCM,Medical Laboratories & Research,525
ZFI1.F,ZURICH INSUR SP ADR,FRA,Property & Casualty Insurance,432
ZETA.ST,ZETADISPLAY,STO,None,0
TMGG,TINTIC GOLD MINING,PNK,None,0
HQCL,"Hanwha Q CELLS Co., Ltd.",NMS,Semiconductor - Specialized,832
0756.HK,China Tianyi Holdings Limited,HKG,Beverages - Soft Drinks,348
CGN.AX,Crater Gold Mining Limited,ASX,Gold,134
GITEF,ISKANDAR WATERFRON,PNK,None,0
SK7.SI,OUE Hospitality Trust,SES,REIT - Hotel/Motel,443
WTBA,"West Bancorp., Inc.",NMS,Regional - Southwest  Banks,415
CSC.F,CAMPBELL SOUP,FRA,Food - Major Diversified,340
SDRL,SeaDrill Limited,NYQ,Oil & Gas Drilling & Exploration,123
SDRC,Sidney Resources Corp.,PNK,None,0
WF3.F,WESFARMERS,FRA,Grocery Stores,734
RDSA.AS,ROYAL DUTCH SHELL-A,AMS,None,0
WGIJF,Wheels Group Inc.,PNK,None,0
UDMG,United Mortgage Trust,PNK,None,0
4HN.MU,COCOKARA FINE,MUN,Drug Delivery,513
CHC.AX,Charter Hall Group,ASX,REIT - Diversified,440
VGM,Invesco Trust for Investment Grade Municipals,NYQ,Closed-End Fund - Debt,425
DGJI.OB,None,OBB,None,0
VGI,Virtus Global Multi-Sector Income Fund,NYQ,None,0
EMA-PA.TO,Emera Incorporated,TOR,Diversified Utilities,913
CNLTP,CONN LT & PWR $2.20,PNK,None,0
VGZ,Vista Gold Corp.,ASE,Gold,134
1727.TW,Chung Hwa Chemical Industrial Works Ltd.,TAI,Chemicals - Major Diversified,110
VGR,Vector Group Ltd.,NYQ,Cigarettes,350
AINV,Apollo Investment Corporation,NMS,Asset Management,422
FMEA.SG,FRESENIUS SP ADR,STU,Hospitals,524
MMT.TO,Mart Resources Inc.,TOR,Independent Oil & Gas,121
1996.KL,Kretam Holdings Berhad,KLS,None,0
MKTX,MarketAxess Holdings Inc.,NMS,Investment Brokerage - National,420
MKTY,"Mechanical Technology, Incorporated",PNK,None,0
AINC,"Ashford, Inc.",ASE,None,0
WN-D.OOR,None,None,None,0
MKTO,"Marketo, Inc.",NMS,Application Software,821
PHILCORP.BO,Kore Foods Limited,BSE,Food - Major Diversified,340
QSLRF,QSOLAR Limited,PNK,None,0
WNTR,"Worldwide Diversified Holdings, Inc.",PNK,None,0
IH9.SG,INTERSIL-A,STU,Semiconductor - Broad Line,830
KREBSBIO.BO,Krebs Biochemicals & Industries Ltd,BSE,Drug Manufacturers - Major,510
STGZ,Stargaze Entertainment Group Inc.,PNK,None,0
DDC.TO,Dominion Diamond Corporation,TOR,None,0
XCHANGING.BO,XCHANGING SOLUTIONS LTD.,BSE,None,0
AMWD,American Woodmark Corp.,NMS,Home Furnishings & Fixtures,311
SIVBO,SVB Financial Group,NMS,None,0
SNLC,Security National Corporation,PNK,None,0
EDN.BA,EMP.DIST.Y COM.NORTE,BUE,None,0
FDMCF,Mood Media Corporation,PNK,None,0
SCMA.JK,Surya Citra Media Tbk.,JKT,None,0
MCRO.L,Micro Focus International plc,LSE,Technical & System Software,822
CESDF,Canadian Energy Services & Technology Corp.,PNK,None,0
PLOW,"Douglas Dynamics, Inc.",NYQ,Auto Parts,333
CBP.L,Curtis Banks Group plc,LSE,None,0
CESDY,CESP - Companhia Energética de São Paulo,PNK,None,0
PHMD,"PhotoMedex, Inc.",NMS,Medical Appliances & Equipment,521
OJSCY,Open Joint Stock Company Rosneft Oil Company,PNK,None,0
OMRNY,OMRON Corporation,PNK,None,0
GWW.DU,WW GRAINGER,DUS,Industrial Equipment Wholesale,752
QWIKF,QWICK MEDIA INC.,PNK,None,0
1818-OL.HK,ZHAOJIN MINING,HKG,None,0
40S.SI,Perennial Real Estate Holdings Limited,SES,Real Estate Development,449
GWCS.QA,Gulf Warehousing Company Q.S.C.,DOH,None,0
UTF,"Cohen & Steers Infrastructure Fund, Inc",NYQ,Closed-End Fund - Equity,426
UTG,Reaves Utility Income Fund,ASE,Closed-End Fund - Equity,426
IRR,Voya Natural Resources Equity I,NYQ,None,0
IRS,IRSA Inversiones y Representaciones S.A.,NYQ,Real Estate Development,449
IRT,"Independence Realty Trust, Inc.",ASE,REIT - Residential,445
UTL,Unitil Corp.,NYQ,Diversified Utilities,913
IRL,"The New Ireland Fund, Inc.",NYQ,Closed-End Fund - Foreign,427
IRM,Iron Mountain Incorporated,NYQ,Business Software & Services,826
NEPI.L,New Europe Property Investments Plc,LSE,Property Management,448
PVBC,"Provident Bancorp, Inc.",NCM,Money Center Banks,410
UTX,United Technologies Corporation,NYQ,Aerospace/Defense Products & Services,611
IRC,Inland Real Estate Corp.,NYQ,REIT - Retail,446
XVG,None,NYQ,None,0
IRG,"Ignite Restaurant Group, Inc.",NMS,Restaurants,712
IFX.DE,Infineon Technologies AG,GER,Semiconductor - Broad Line,830
NUTT,"Nutroganics, Inc.",PNK,None,0
NUTR,Nutraceutical International Corporation,NMS,Food - Major Diversified,340
ARHUF,AAK AB,PNK,None,0
DVT.V,Divestco Inc.,VAN,None,0
DXCM,"DexCom, Inc.",NMS,Medical Laboratories & Research,525
CXEEE,"China Xuefeng Environmental Engineering, Inc.",OBB,None,0
OIL.NS,Oil India Limited,NSI,Independent Oil & Gas,121
BOX,"Box, Inc.",NYQ,Application Software,821
NAC,Nuveen California Dividend Advantage Municipal Fund,NYQ,Closed-End Fund - Debt,425
PSM.DE,ProSiebenSat.1 Media SE,GER,Broadcasting - TV,723
NAD,Nuveen Dividend Advantage Municipal Fund,NYQ,Diversified Investments,423
NAK,Northern Dynasty Minerals Ltd.,ASE,Industrial Metals & Minerals,133
PLCS.OL,Polarcus Limited,OSL,Oil & Gas Equipment & Services,124
0151.HK,Want Want China Holdings Ltd.,HKG,Food - Major Diversified,340
NAN,Nuveen New York Dividend Advantage Municipal Fund,NYQ,Closed-End Fund - Debt,425
NAO,Nordic American Offshore Ltd.,NYQ,Shipping,775
BOH,Bank of Hawaii Corporation,NYQ,Regional - Pacific Banks,416
BOI,Brookfield Mortgage Opportunity,NYQ,None,0
NAP,Navios Maritime Midstream Partners L.P.,NYQ,Shipping,775
702B.F,YANGARRA RESOURCES,FRA,None,0
NAV,Navistar International Corporation,NYQ,Trucks & Other Vehicles,331
MSPVF,MANSEI CORP OSAKA CI,PNK,None,0
NAT,Nordic American Tankers Limited,NYQ,Shipping,775
NAZ,Nuveen Arizona Premium Income Municipal Fund Inc.,NYQ,Asset Management,422
PG.MX,The Procter & Gamble Company,MEX,Personal Products,323
BOE,BlackRock Global Opportunities Equity Trust,NYQ,Closed-End Fund - Foreign,427
OZMLF,OZ Minerals Limited,PNK,None,0
SBRCY,Sberbank of Russia OJSC,PNK,None,0
SEOFF,STORA ENSO OYJ HELSI,PNK,None,0
5072@OM.KL,HIAP TECK VENTURE BHD,KLS,None,0
H0H.MU,HMS SP GDR REG-S,MUN,None,0
MEC.F,MEIKO ELECTRONICS,FRA,Printed Circuit Boards,835
NEIK,Northstar Electronics Inc.,PNK,None,0
WBXU,None,PNK,None,0
MEC.L,Mecom Group plc,LSE,None,0
XOA1.DU,SONAECOM R,DUS,None,0
VISHMEL.BO,Vishal Malleables Ltd.,BSE,Metal Fabrication,626
ETFLF,Eastfield Resources Ltd.,PNK,None,0
SAFT,Safety Insurance Group Inc.,NMS,Property & Casualty Insurance,432
XST.BE,SANWA HOLDINGS,BER,General Building Materials,634
ZINDUCIN.BO,INDUCON INDIA LTD.,BSE,None,0
BMRI.JK,Bank Mandiri (Persero) Tbk.,JKT,None,0
1368-OL.HK,XTEP INT'L,HKG,None,0
VLN.TO,"Velan, Inc.",TOR,Diversified Machinery,622
PNE3.HM,PNE WIND N,HAM,None,0
X9CN.SG,EXCALIBUR RES,STU,Industrial Metals & Minerals,133
V33.HM,VTION WIRELESS,HAM,None,0
COK.AX,Cockatoo Coal Limited,ASX,Industrial Metals & Minerals,133
SKI.AX,Spark Infrastructure Group,ASX,Electric Utilities,911
YQJ1.BE,TRANSAMERICAN,BER,Independent Oil & Gas,121
XCNGF,XCHANGING PLC,PNK,None,0
8DG.BE,DIGICORE HOLDINGS,BER,None,0
BRDCY,Bridgestone Corp.,PNK,None,0
XEB.SG,SOJITZ,STU,Conglomerates,210
SUNDARMFI.NS,Sundaram Finance Limited,NSI,Credit Services,424
HWY.V,Highway 50 Gold Corp.,VAN,Industrial Metals & Minerals,133
RDI.L,Redefine International P.L.C.,LSE,REIT - Diversified,440
NPPSF,NIPPON SHARYO SEIZO,PNK,None,0
BFGC,Bullfrog Gold Corp.,PNK,Gold,134
FCCN.L,French Connection Group plc,LSE,Textile - Apparel Clothing,320
STBFF,SUNTORY BEVERAGE,PNK,None,0
SIDVIME.BO,SIDDHI VINAYAK METAL COMPANY L,BSE,None,0
8026.HK,Prosten Technology Holdings Ltd.,HKG,Wireless Communications,840
KCC,Structured Products Corp. 8.20%,NYQ,None,0
HRTPF,Petro Rio S.A.,PNK,None,0
FBOK34.SA,"Facebook, Inc.",SAO,None,0
TSL.TO,Tree Island Steel Ltd.,TOR,None,0
V3S.DE,Vectron Systems AG,GER,Technical & System Software,822
IUE.BE,TRUWORTHS INTL,BER,None,0
720442.TWO,YUANTA SECURITIES C/W 22/02/16(,TWO,None,0
VGN.V,Greencastle Resources Ltd.,VAN,Independent Oil & Gas,121
HCLTECH.NS,HCL Technologies Ltd.,NSI,Information Technology Services,824
WTM.L,Waterman Group plc,LSE,General Contractors,636
BMTC,Bryn Mawr Bank Corp.,NMS,Regional - Mid-Atlantic Banks,412
MOJO,"Mojo Organics, Inc",PNK,Beverages - Soft Drinks,348
FER.MC,FERROVIAL,MCE,None,0
NJ,Nidec Corporation,NYQ,Industrial Electrical Equipment,627
NK,"NantKwest, Inc.",NMS,Biotechnology,515
NL,NL Industries Inc.,NYQ,Industrial Equipment Wholesale,752
AVCVF,American Vanadium Corp.,PNK,None,0
NC,Nacco Industries Inc.,NYQ,Home Furnishings & Fixtures,311
NE,Noble Corporation plc,NYQ,Oil & Gas Drilling & Exploration,123
NG,NovaGold Resources Inc.,ASE,Gold,134
NX,Quanex Building Products Corporation,NYQ,General Building Materials,634
NP,"Neenah Paper, Inc.",NYQ,Paper & Paper Products,324
NQ,NQ Mobile Inc.,NYQ,Application Software,821
NR,Newpark Resources Inc.,NYQ,Oil & Gas Equipment & Services,124
NS,NuStar Energy L.P.,NYQ,Oil & Gas Pipelines,125
CNRR,CN Resources Inc.,PNK,None,0
NJ2.F,NP COKE & ENGR,FRA,Industrial Metals & Minerals,133
TCEGF,Terraco Gold Corp.,PNK,None,0
WHA.BK,WHA Corporation Public Company Limited,SET,None,0
CU-PD.TO,CANADIAN UTILITIES LTD PR SERIE,TOR,None,0
PM.PA,"Philip Morris International, Inc.",PAR,"Tobacco Products, Other",351
CACI,CACI International Inc.,NYQ,Information Technology Services,824
720052.TWO,KGI SECURITIES(TW) C/W 25/01/16,TWO,None,0
BISAS.IS,Bisas Tekstil Sanayi ve Ticaret Anonim Sirketi,IST,None,0
5246.KL,WESTPORTS HOLDINGS BERHAD,KLS,None,0
CROJF,Coro Mining Corp.,PNK,None,0
0713-OL.HK,WORLD HOUSEWARE,HKG,None,0
CVAT,"Cavitation Technologies, Inc.",PNK,Agricultural Chemicals,112
SVGYF,Savanna Energy Services Corp.,PNK,None,0
AZN,AstraZeneca PLC,NYQ,Drug Manufacturers - Major,510
AZO,"AutoZone, Inc.",NYQ,Auto Parts Stores,738
AZC,None,ASE,None,0
FBNIQ,None,PNK,None,0
ADORWELD.BO,ADOR WELDING LTD.,BSE,None,0
2283.HK,TK Group (Holdings) Limited,HKG,None,0
AZZ,AZZ incorporated,NYQ,Diversified Machinery,622
BIGC.BK,Big C Supercenter Public Company Ltd.,SET,None,0
5OI.SI,$ Japan Foods,SES,None,0
ORA.MI,Orange,MIL,None,0
BVU2.SG,BARD VENTURES,STU,None,0
QGLHF,QINGLING MOTORS CO L,PNK,None,0
TTGT,"TechTarget, Inc.",NGM,Internet Information Providers,851
1QM.F,QEP MIDSTREAM,FRA,None,0
SYCRF,Syncora Holdings Ltd.,PNK,None,0
JONE,"Jones Energy, Inc.",NYQ,Independent Oil & Gas,121
RUNI,Reunion Industries Inc.,PNK,None,0
FLLIY,Folli Follie Commercial Manufacturing and Technical SA,PNK,None,0
JAGAJITIND.BO,JAGATJIT INDUSTRIES LTD.,BSE,None,0
1231.HK,Newton Resources Ltd.,HKG,None,0
PLP.L,Polypipe Group plc,LSE,Rubber & Plastics,322
7043@OM.KL,JMR CONGLOMERATION BHD,KLS,None,0
8095-OL.HK,BEIDA JADE BIRD,HKG,None,0
CHHE,"China Health Industries Holdings, Inc.",PNK,None,0
CATB,"Catabasis Pharmaceuticals, Inc.",NGM,Biotechnology,515
CATC,Cambridge Bancorp,OBB,Regional - Northeast Banks,411
1929.HK,Chow Tai Fook Jewellery Group Ltd.,HKG,None,0
CATG,Cantor Group Inc.,PNK,None,0
CATM,Cardtronics Inc.,NMS,Business Services,760
CATO,The Cato Corporation,NYQ,Apparel Stores,730
CATY,Cathay General Bancorp,NMS,Regional - Pacific Banks,416
KMGNP,"Kinder Morgan, Inc.",PNK,None,0
SMP.AX,SmartPay Holdings Limited,ASX,Wireless Communications,840
TIPI.PA,Tipiak Société Anonyme,PAR,Food - Major Diversified,340
AXXU,"Axxess Unlimited, Inc.",PNK,None,0
HDU.MU,HAKUHODO DY HLDG,MUN,Advertising Agencies,720
STB.OL,STOREBRAND,OSL,None,0
090370.KS,Avista Inc.,KSC,None,0
AMIGY,Admiral Group plc,PNK,None,0
AXXE,"Axxess Pharma, Inc.",PNK,None,0
CFX.TO,Canfor Pulp Products Inc.,TOR,Paper & Paper Products,324
BIP-UN.TO,Brookfield Infrastructure Partners L.P.,TOR,Diversified Utilities,913
SSYS,Stratasys Ltd.,NMS,Computer Peripherals,815
SVE.L,Starvest plc,LSE,Asset Management,422
MDRX,"Allscripts Healthcare Solutions, Inc.",NMS,Application Software,821
XOM.F,XOOM,FRA,None,0
NII.TO,Norsat International Inc.,TOR,Communication Equipment,841
HUML,"Humble Energy, Inc.",PNK,None,0
138040.KS,Meritz Financial Group Inc.,KSC,None,0
720027.TWO,YUANTA SECURITIES C/W 25/04/16(,TWO,None,0
LQZ.MU,THAI OIL -F-,MUN,Oil & Gas Refining & Marketing,122
